"CompositeCompositeID","TotalDDT","TotalDDT.lipid","Lipid","CompositeCommonName","Year","MDL.mean","MDL.min","CompositeTissuePrep","NumberFishPerComp","CompositeTissueName","WeightAvg.g","TLMin.mm","TLMax.mm","TLAvgLength.mm","SexSummary","Program","CompositeStationArea","Region","NewYear","TotalDDT.sed","scientific_name","tropic_level","trophic_category","feeding_position","TotalDDT.trans","TotalDDT.sed.trans","Censored","Detection.Limit"
"01-0050",40.3,79.72304649,0.5055,"rainbow surfperch",3,3,2,"Skin on",11,"fillet",117.1181793,166,210,187.2727203,"Unk (0), M (0), F (0)","CoastalFishCont","Newport Bay","Central","2003",31.2407493946338,"Hypsurus caryi",3.3,"Primary Carnivore","Benthopelagic",4.3910241167851,3.47323116161871,"none",1.60069555593925
"01-0051",85.99,60.34385965,1.425,"shiner surfperch",3,3,2,"Skin on",14,"fillet",30.06214333,105,160,137.8571472,"Unk (0), M (0), F (0)","CoastalFishCont","Newport Bay","Central","2003",31.2407493946338,"Cymatogaster aggregata",3,"Primary Carnivore","Midwater",4.1164950789433,3.47323116161871,"none",0.876929657993575
"01-1080",16.2,8.780487805,1.845,"spotted sand bass",3,2.8,2,"Skin off",5,"fillet",496.1099854,319,351,335,"Unk (0), M (0), F (0)","CoastalFishCont","SD South Bay","South","2003",0.0202267735893109,"Paralabrax maculatofasciatus",4.2,"Tertiary Carnivore","Benthopelagic",2.28038936061473,0.0200249296335281,"none",0.734294325465117
"01-1082",4.87,10.84632517,0.449,"spotted sand bass",3,2.8,2,"Skin off",5,"fillet",500.0020142,350,380,368.6000061,"Unk (0), M (0), F (0)","CoastalFishCont","SD North Bay","South","2003",0.0151551133781228,"Paralabrax maculatofasciatus",4.2,"Tertiary Carnivore","Benthopelagic",2.47201770725011,0.0150414218799915,"none",1.69641216920991
"01-1083",14.8,21.40274765,0.6915,"yellowfin croaker",3,2.8,2,"Skin off",5,"fillet",320.0580139,289,329,305,"Unk (0), M (0), F (0)","CoastalFishCont","SD South Bay","South","2003",0.0202267735893109,"Umbrina roncador",3.5,"Secondary Carnivore","Benthopelagic",3.10918361428494,0.0200249296335281,"none",1.3589907868962
"01-1085",0,0,0.535,"spotted sand bass",3,2.666666667,2,"Skin off",5,"fillet",376.0559998,312,318,315,"Unk (0), M (0), F (0)","CoastalFishCont","Mission Bay","South","2003",0.00993881808136739,"Paralabrax maculatofasciatus",4.2,"Tertiary Carnivore","Benthopelagic",0,0.00988975286129652,"interval",1.55568216912928
"01-1086",12.3,45.72490706,0.269,"rosy rockfish",3,2.8,2,"Skin off",6,"fillet",208.125,218,254,238,"Unk (0), M (0), F (0)","CoastalFishCont","Northern Channel Islands","Islands","2003",1.1320003881819,"Sebastes helvomaculatus",3.7,"Secondary Carnivore","Benthopelagic",3.84427736425458,0.757060688377646,"none",2.132383105178
"01-1087",15.7,27.25694444,0.576,"canary rockfish",3,2.8,2,"Skin off",5,"fillet",571.1539917,250,345,305.3999939,"Unk (0), M (0), F (0)","CoastalFishCont","Northern Channel Islands","Islands","2003",1.1320003881819,"Sebastes pinniger",3.8,"Secondary Carnivore","Midwater",3.3413392482684,0.757060688377646,"none",1.49788542652835
"01-1088",29.82,32.06451613,0.93,"shiner surfperch",3,3,2,"Skin on",9,"fillet",51.29999924,141,171,157.8888855,"Unk (0), M (0), F (0)","CoastalFishCont","SD North Bay","South","2003",0.0151551133781228,"Cymatogaster aggregata",3,"Primary Carnivore","Midwater",3.49846068711663,0.0150414218799915,"none",1.14757311586381
"01-1090",4.27,3.681034483,1.16,"spotted sand bass",3,2.8,2,"Skin off",6,"fillet",509.9483337,311,345,323.5,"Unk (0), M (0), F (0)","CoastalFishCont","Mission Bay","South","2003",0.00993881808136739,"Paralabrax maculatofasciatus",4.2,"Tertiary Carnivore","Benthopelagic",1.54351912887914,0.00988975286129652,"none",1.00215202248055
"01-1091",15.8,7.596153846,2.08,"shiner surfperch",3,2.8,2,"Skin on",10,"fillet",23.23500061,106,140,117.5,"Unk (0), M (0), F (0)","CoastalFishCont","Mission Bay","South","2003",0.00993881808136739,"Cymatogaster aggregata",3,"Primary Carnivore","Midwater",2.15131487601424,0.00988975286129652,"none",0.673729094702844
"01-1093",4.03,2.583333333,1.56,"spotted sand bass",3,2.8,2,"Skin off",5,"fillet",475.1579895,331,351,338.3999939,"Unk (0), M (0), F (0)","CoastalFishCont","Mission Bay","South","2003",0.00993881808136739,"Paralabrax maculatofasciatus",4.2,"Tertiary Carnivore","Benthopelagic",1.27629346581254,0.00988975286129652,"none",0.825074723602493
"01-1094",21.1,8.791666667,2.4,"shiner surfperch",3,2.8,2,"Skin on",20,"fillet",20.97400093,115,137,121.9499969,"Unk (0), M (0), F (0)","CoastalFishCont","Mission Bay","South","2003",0.00993881808136739,"Cymatogaster aggregata",3,"Primary Carnivore","Midwater",2.28153168383026,0.00988975286129652,"none",0.606135803570316
"01-1095",3.76,4.476190476,0.84,"rainbow surfperch",3,2.8,2,"Not Recorded",10,"fillet",112.1679993,166,210,184.3999939,"Unk (0), M (0), F (0)","CoastalFishCont","Mission Bay","South","2003",0.00993881808136739,"Hypsurus caryi",3.3,"Primary Carnivore","Benthopelagic",1.70040969060504,0.00988975286129652,"none",1.21815743931789
"01-1096",3.72,4.366197183,0.852,"spotted sand bass",3,2.8,2,"Skin off",5,"fillet",535.9680176,314,383,350.3999939,"Unk (0), M (0), F (0)","CoastalFishCont","Mission Bay","South","2003",0.00993881808136739,"Paralabrax maculatofasciatus",4.2,"Tertiary Carnivore","Benthopelagic",1.68011949806701,0.00988975286129652,"none",1.20818925470487
"01-1097",171.11,223.6732026,0.765,"rainbow surfperch",3,2.5,2,"Skin on",5,"fillet",327.0880127,213,259,237.3999939,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Dume to Oxnard","North","2003",5.59448027975145,"Hypsurus caryi",3.3,"Primary Carnivore","Benthopelagic",5.41464691351244,1.88623297787088,"none",1.2849200801299
"01-1134",0,0,0.715,"opaleye",3,2.666666667,2,"Skin off",5,"fillet",383.6319885,270,330,299,"Unk (0), M (0), F (0)","CoastalFishCont","Catalina Island","Islands","2003",10.0678489186479,"Girella nigricans",2.2,"Herbivore","Benthopelagic",0,2.40404441154672,"interval",1.33426468967403
"01-1135",34.1,22.07119741,1.545,"kelp bass",3,2.8,2,"Skin off",5,"fillet",467.8460083,261,368,315.3999939,"Unk (0), M (0), F (0)","CoastalFishCont","Catalina Island","Islands","2003",10.0678489186479,"Paralabrax clathratus",3.9,"Secondary Carnivore","Midwater",3.1385849741764,2.40404441154672,"none",0.830514249634382
"01-1136",8.36,17.02647658,0.491,"rainbow surfperch",3,2.8,2,"Skin on",4,"fillet",154.5800018,227,234,229.75,"Unk (0), M (0), F (0)","CoastalFishCont","Santa Barbara Coast","North","2003",1.37435643789091,"Hypsurus caryi",3.3,"Primary Carnivore","Benthopelagic",2.89184159826248,0.864726427247031,"none",1.62399538746766
"01-1137",123.97,94.63358779,1.31,"black perch",3,3,2,"Skin off",5,"fillet",488.4259949,280,295,290,"Unk (0), M (0), F (0)","CoastalFishCont","Orange County Oil Platforms","Central","2003",4.33207319045178,"Embiotica jacksoni",3.2,"Primary Carnivore","Benthopelagic",4.56052409506855,1.67374012886362,"none",0.926921052175911
"01-1138",169.04,94.43575419,1.79,"pile surfperch",3,3,2,"Skin off",5,"fillet",599.6619873,280,372,331,"Unk (0), M (0), F (0)","CoastalFishCont","Orange County Oil Platforms","Central","2003",4.33207319045178,"Phanerodon vacca",3,"Secondary Carnivore","Benthopelagic",4.55845329010689,1.67374012886362,"none",0.750150399241671
"01-1139",7.82,19.64824121,0.398,"kelp bass",3,2.8,2,"Skin off",5,"fillet",464.0820007,305,362,333.6000061,"Unk (0), M (0), F (0)","CoastalFishCont","Santa Barbara Coast","North","2003",1.37435643789091,"Paralabrax clathratus",3.9,"Secondary Carnivore","Midwater",3.02763014435118,0.864726427247031,"none",1.79593833030302
"01-1382",7.02,10.68493151,0.657,"spotted sand bass",3,2.8,2,"Skin off",5,"fillet",451.9379883,323,361,333.7999878,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Loma","South","2003",0.00458897677209139,"Paralabrax maculatofasciatus",4.2,"Tertiary Carnivore","Benthopelagic",2.45830010661292,0.00457847952036258,"none",1.3972689272752
"01-1383",6.08,14.26727678,0.42615,"rainbow surfperch",3,2.8,2,"Skin on",5,"fillet",239.5420074,241,256,248.6000061,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Loma","South","2003",0.00458897677209139,"Hypsurus caryi",3.3,"Primary Carnivore","Benthopelagic",2.72571176540896,0.00457847952036258,"none",1.73926952079741
"01-1385",12.5,22.81021898,0.548,"shiner surfperch",3,2.8,2,"Skin on",30,"fillet",18.30166626,118,118,118,"Unk (0), M (0), F (0)","CoastalFishCont","Mission Bay","South","2003",0.00993881808136739,"Cymatogaster aggregata",3,"Primary Carnivore","Midwater",3.17011485743254,0.00988975286129652,"none",1.53678872974404
"01-1386",22.5,22.5,1,"barred surfperch",3,2.8,2,"Skin off",10,"fillet",119.2850037,181,202,194.1000061,"Unk (0), M (0), F (0)","CoastalFishCont","Crystal Cove to Santa Ana River","Central","2003",9.88138277833103,"Amphistichus argenteus",3.5,"Secondary Carnivore","Benthopelagic",3.15700042115011,2.38705332694869,"none",1.09861228866811
"01-1387",2.26,9.826086957,0.23,"diamond turbot",3,2.8,2,"Skin on",5,"fillet",190.3760071,232,251,241.8000031,"Unk (0), M (0), F (0)","CoastalFishCont","Crystal Cove to Santa Ana River","Central","2003",9.88138277833103,"Pleuronichthys guttulatus",3.3,"Secondary Carnivore","Benthic",2.38195868057973,2.38705332694869,"none",2.27167755553097
"01-1388",41.13,121.1487482,0.3395,"yellowfin croaker",3,3,2,"Skin off",5,"fillet",132.2700043,201,232,214.3999939,"Unk (0), M (0), F (0)","CoastalFishCont","Newport Bay","Central","2003",31.2407493946338,"Umbrina roncador",3.5,"Secondary Carnivore","Benthopelagic",4.80523954959557,3.47323116161871,"none",1.93021856330752
"01-1389",0,0,0.777,"opaleye",3,2.666666667,2,"Skin off",8,"fillet",122.1275024,186,201,191.125,"Unk (0), M (0), F (0)","CoastalFishCont","Newport Bay","Central","2003",31.2407493946338,"Girella nigricans",2.2,"Herbivore","Benthopelagic",0,3.47323116161871,"interval",1.27368613693915
"01-1390",42.2,51.02781137,0.827,"barred sand bass",3,2.8,2,"Skin off",5,"fillet",493.3760071,369,403,387,"Unk (0), M (0), F (0)","CoastalFishCont","Mission Bay","South","2003",0.00993881808136739,"Paralabrax nebulifer",3.5,"Tertiary Carnivore","Benthopelagic",3.95177840964714,0.00988975286129652,"none",1.2291666626699
"01-1391",25,41.32231405,0.605,"kelp bass",3,2.8,2,"Skin off",5,"fillet",396.0320129,321,361,341.7999878,"Unk (0), M (0), F (0)","CoastalFishCont","Mission Bay","South","2003",0.00993881808136739,"Paralabrax clathratus",3.9,"Secondary Carnivore","Midwater",3.74531446587557,0.00988975286129652,"none",1.45995949615663
"01-1392",42.1,73.09027778,0.576,"yellowfin croaker",3,2.8,2,"Skin off",5,"fillet",149.2980042,232,249,240.6000061,"Unk (0), M (0), F (0)","CoastalFishCont","Santa Ana River to Seal Beach","Central","2003",2.21812243093411,"Umbrina roncador",3.5,"Secondary Carnivore","Benthopelagic",4.30528431964545,1.16879809350654,"none",1.49788542652835
"01-1393",32.6,49.50645406,0.6585,"kelp bass",3,2.8,2,"Skin off",5,"fillet",437.4779968,324,355,337.6000061,"Unk (0), M (0), F (0)","CoastalFishCont","Santa Ana River to Seal Beach","Central","2003",2.21812243093411,"Paralabrax clathratus",3.9,"Secondary Carnivore","Midwater",3.9221011312835,1.16879809350654,"none",1.39555281176106
"01-1452",42.61,23.54143646,1.81,"yellowfin croaker",3,3,2,"Skin off",14,"fillet",70.2278595,171,227,187.8571472,"Unk (0), M (0), F (0)","CoastalFishCont","Catalina Island","Islands","2003",10.0678489186479,"Umbrina roncador",3.5,"Secondary Carnivore","Benthopelagic",3.20036297302196,2.40404441154672,"none",0.744302343860875
"01-1453",123.62,78.24050633,1.58,"shiner surfperch",3,2.333333333,2,"Skin on",20,"fillet",27.25749969,108,139,126.5500031,"Unk (0), M (0), F (0)","CoastalFishCont","Catalina Island","Islands","2003",10.0678489186479,"Cymatogaster aggregata",3,"Primary Carnivore","Midwater",4.3724876116383,2.40404441154672,"none",0.817937953373733
"01-1454",14,48.7804878,0.287,"diamond turbot",3,2.8,2,"Skin on",5,"fillet",227.9519958,212,290,243.6000061,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Dume to Oxnard","North","2003",5.59448027975145,"Pleuronichthys guttulatus",3.3,"Secondary Carnivore","Benthic",3.90762309600755,1.88623297787088,"none",2.07551397826316
"01-1455",19.7,15.88709677,1.24,"kelp bass",3,2.8,2,"Skin off",4,"fillet",457.0750122,320,355,340,"Unk (0), M (0), F (0)","CoastalFishCont","Long Beach","Central","2003",22.26400223969,"Paralabrax clathratus",3.9,"Secondary Carnivore","Midwater",2.82654982557712,3.14690719762389,"none",0.960461950187293
"01-1456",0,0,1.44,"rainbow surfperch",3,2.666666667,2,"Skin on",5,"fillet",442.2680054,250,310,288.3999939,"Unk (0), M (0), F (0)","CoastalFishCont","Long Beach","Central","2003",22.26400223969,"Hypsurus caryi",3.3,"Primary Carnivore","Benthopelagic",0,3.14690719762389,"interval",0.870828357797398
"01-1724",28,27.86069652,1.005,"diamond turbot",3,2.8,2,"Skin on",3,"fillet",183.0899963,224,234,228,"Unk (0), M (0), F (0)","CoastalFishCont","Santa Ana River to Seal Beach","Central","2003",2.21812243093411,"Pleuronichthys guttulatus",3.3,"Secondary Carnivore","Benthic",3.36248068749663,1.16879809350654,"none",1.09529002647613
"01-1727",28.1,20.81481481,1.35,"barred surfperch",3,2.8,2,"Skin off",4,"fillet",137.0350037,158,205,190.5,"Unk (0), M (0), F (0)","CoastalFishCont","Middle Santa Monica Bay","Central","2003",7.61265888978148,"Amphistichus argenteus",3.5,"Secondary Carnivore","Benthopelagic",3.08258931742654,2.15323308491056,"none",0.908855753386637
"01-1728",27.8,30.54945055,0.91,"barred surfperch",3,2.8,2,"Skin off",40,"fillet",15.52425003,111,111,111,"Unk (0), M (0), F (0)","CoastalFishCont","Santa Ana River to Seal Beach","Central","2003",2.21812243093411,"Amphistichus argenteus",3.5,"Secondary Carnivore","Benthopelagic",3.45155617362163,1.16879809350654,"none",1.16246376065464
"01-1729",162.71,49.91104294,3.26,"white croaker",3,3.333333333,2,"Skin off",10,"fillet",117.7730026,180,250,216.1000061,"Unk (0), M (0), F (0)","CoastalFishCont","San Pedro Bay","Central","2003",58.993249561067,"Genyonemus lineatus",3.4,"Secondary Carnivore","Benthopelagic",3.93007985366002,4.09423204857713,"none",0.478403831371002
"01-1730",15.5,40.62909567,0.3815,"barred surfperch",3,2.8,2,"Skin off",40,"fillet",10.38150024,95,95,95,"Unk (0), M (0), F (0)","CoastalFishCont","Santa Ana River to Seal Beach","Central","2003",2.21812243093411,"Amphistichus argenteus",3.5,"Secondary Carnivore","Benthopelagic",3.72879933793466,1.16879809350654,"none",1.8313749695164
"01-1731",22.5,40.25044723,0.559,"california corbina",3,2.8,2,"Skin off",20,"fillet",49.6495018,179,211,192.3500061,"Unk (0), M (0), F (0)","CoastalFishCont","Santa Ana River to Seal Beach","Central","2003",2.21812243093411,"Menticirrhus undulatus",3.3,"Secondary Carnivore","Benthopelagic",3.71966195466131,1.16879809350654,"none",1.52122236300469
"01-1732",16,87.19346049,0.1835,"california corbina",3,2.8,2,"Skin off",25,"fillet",50.51599884,182.0800018,182.0800018,182.0800018,"Unk (0), M (0), F (0)","CoastalFishCont","Long Beach","Central","2003",22.26400223969,"Menticirrhus undulatus",3.3,"Secondary Carnivore","Benthopelagic",4.47953281615963,3.14690719762389,"none",2.47646970543099
"01-1733",95.01,50.00526316,1.9,"white croaker",3,3.333333333,2,"Skin off",14,"fillet",95.75928497,171,234,197.5,"Unk (0), M (0), F (0)","CoastalFishCont","Long Beach","Central","2003",22.26400223969,"Genyonemus lineatus",3.4,"Secondary Carnivore","Benthopelagic",3.93192882661534,3.14690719762389,"none",0.719122666963206
"01-1734",121.17,69.04273504,1.755,"white surfperch",3,3.333333333,2,"Skin on",10,"fillet",134.151001,179,265,227.3999939,"Unk (0), M (0), F (0)","CoastalFishCont","San Pedro Bay","Central","2003",58.993249561067,"Phanerodon furcatus",3.4,"Secondary Carnivore","Benthopelagic",4.24910555634113,4.09423204857713,"none",0.760619428298269
"01-1735",105.55,53.85204082,1.96,"california corbina",3,3,2,"Skin off",5,"fillet",1287.745972,347,435,382.3999939,"Unk (0), M (0), F (0)","CoastalFishCont","Middle Santa Monica Bay","Central","2003",7.61265888978148,"Menticirrhus undulatus",3.3,"Secondary Carnivore","Benthopelagic",4.00463939332168,2.15323308491056,"none",0.703299552023963
"01-1736",70.59,202.8448276,0.348,"california halibut",3,3,2,"Skin off",3,"fillet",1362.199951,562,601,578.333313,"Unk (0), M (0), F (0)","CoastalFishCont","Santa Ana River to Seal Beach","Central","2003",2.21812243093411,"Paralichthys californicus",4.5,"Tertiary Carnivore","Benthic",5.31735905538436,1.16879809350654,"none",1.90911670117351
"01-1750",25.6,60.30624264,0.4245,"diamond turbot",3,2.8,2,"Skin on",4,"fillet",190.0800018,232,250,241.25,"Unk (0), M (0), F (0)","CoastalFishCont","Long Beach","Central","2003",22.26400223969,"Pleuronichthys guttulatus",3.3,"Secondary Carnivore","Benthic",4.11588167527747,3.14690719762389,"none",1.742468590794
"01-1752",28.5,140.04914,0.2035,"california corbina",3,2.8,2,"Skin off",12,"fillet",60.33083344,173,230,193.75,"Unk (0), M (0), F (0)","CoastalFishCont","Long Beach","Central","2003",22.26400223969,"Menticirrhus undulatus",3.3,"Secondary Carnivore","Benthopelagic",4.94910834030074,3.14690719762389,"none",2.38213627939939
"01-1753",86.3,261.5151515,0.33,"yellowtail rockfish",3,3.333333333,2,"Skin off",6,"fillet",148.3666687,214,250,231.6666718,"Unk (0), M (0), F (0)","CoastalFishCont","Palos Verdes","Palos Verdes","2003",1034.55928328813,"Sebastes flavidus",3.5,"Secondary Carnivore","Midwater",5.57030880036594,6.9426969300787,"none",1.95453089209922
"01-1754",41.76,33.2749004,1.255,"jacksmelt",3,3,2,"Skin on",5,"fillet",105.237999,225,257,235.3999939,"Unk (0), M (0), F (0)","CoastalFishCont","Palos Verdes","Palos Verdes","2003",1034.55928328813,"Atherinopsis californiensis",3.1,"Secondary Carnivore","Midwater",3.53441331953606,6.9426969300787,"none",0.953056703076785
"01-1755",59.71,67.85227273,0.88,"barred surfperch",3,2.333333333,2,"Skin off",20,"fillet",65.72100067,144,172,154.75,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Dume to Oxnard","North","2003",5.59448027975145,"Amphistichus argenteus",3.5,"Secondary Carnivore","Benthopelagic",4.23196323450639,1.88623297787088,"none",1.18562366565774
"01-1756",215.2,118.5674931,1.815,"california corbina",3,2.333333333,2,"Skin off",5,"fillet",1315.400024,440,495,464,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Dume to Oxnard","North","2003",5.59448027975145,"Menticirrhus undulatus",3.3,"Secondary Carnivore","Benthopelagic",4.78388100775034,1.88623297787088,"none",0.742855197019606
"2001-2325",0,0,0.657,"black perch",3,2.666666667,2,"Skin off",5,"fillet",148.5200043,172,230,202.8000031,"Unk (0), M (0), F (0)","CoastalFishCont","SD North Bay","South","2003",0.0151551133781228,"Embiotica jacksoni",3.2,"Primary Carnivore","Benthopelagic",0,0.0150414218799915,"interval",1.3972689272752
"2001-2327",2.07,2.667525773,0.776,"black perch",3,2.8,2,"Skin off",3,"fillet",118.8333359,183,205,192,"Unk (0), M (0), F (0)","CoastalFishCont","SD North Bay","South","2003",0.0151551133781228,"Embiotica jacksoni",3.2,"Primary Carnivore","Benthopelagic",1.29951725841317,0.0150414218799915,"none",1.27461380144348
"2001-2328",0,0,0.885,"black perch",3,2.666666667,2,"Skin off",10,"fillet",64.41000366,142,189,155.8999939,"Unk (0), M (0), F (0)","CoastalFishCont","SD North Bay","South","2003",0.0151551133781228,"Embiotica jacksoni",3.2,"Primary Carnivore","Benthopelagic",0,0.0150414218799915,"interval",1.18169253393427
"2001-2337",2.18,3.609271523,0.604,"black perch",3,2.8,2,"Skin off",5,"fillet",373.3999939,255,295,268.7999878,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Loma","South","2003",0.00458897677209139,"Embiotica jacksoni",3.2,"Primary Carnivore","Benthopelagic",1.5280698234807,0.00457847952036258,"none",1.46122980539364
"2001-2338",0,0,0.562,"black perch",3,2.666666667,2,"Skin off",5,"fillet",234,230,290,247,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Loma","South","2003",0.00458897677209139,"Embiotica jacksoni",3.2,"Primary Carnivore","Benthopelagic",0,0.00457847952036258,"interval",1.51704163256299
"2001-2339",2.74,5.199240987,0.527,"black perch",3,2.8,2,"Skin off",5,"fillet",355.6000061,245,287,262.2000122,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Loma","South","2003",0.00458897677209139,"Embiotica jacksoni",3.2,"Primary Carnivore","Benthopelagic",1.82442686310532,0.00457847952036258,"none",1.56758755884683
"2001-2653",2.33,3.376811594,0.69,"black perch",3,2.8,2,"Skin off",5,"fillet",28.45999908,109,126,117.5999985,"Unk (0), M (0), F (0)","CoastalFishCont","SD North Bay","South","2003",0.0151551133781228,"Embiotica jacksoni",3.2,"Primary Carnivore","Benthopelagic",1.47632051273125,0.0150414218799915,"none",1.36060487500458
